Model,Pattern,Length,Occurrence count,Next result,Accuracy %,Stream,Pattern Structure
Model 3 (Cycle),SBSBBBBSBSSS,12,5,B -> S,100.0,S/B,
Model 1,BSBBSSSSSBBB,12,5,B,100.0,S/B,
Model 3 (Cycle),SSSBBBBBBSBS,12,5,B -> S,100.0,S/B,
Model 3 (Cycle),SSBSSSBSSBSB,12,5,S -> B,100.0,S/B,
Model 1,SBSBSBBSSSBB,12,5,S,100.0,S/B,
Model 3 (Cycle),SBSSBBSBSSSS,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),BBSSBSBBBBSB,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),SBBBSSSSBBBB,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),BSSSSBBBBSBS,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),SBBBSBBBBBSB,12,5,S -> B,100.0,S/B,
Model 1,BSBBBBBSBSBB,12,5,S,100.0,S/B,
Model 3 (Cycle),BSSSSSSBSSSB,12,5,S -> B,100.0,S/B,
Model 1,BSBSBSBBSSBB,12,5,B,100.0,S/B,
Model 3 (Cycle),BBSSBBSSSBSB,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),BBSSBSSSSBSS,12,5,B -> S,100.0,S/B,
Model 1,BSSBSSSBSSSB,12,5,S,100.0,S/B,
Model 1,SSSSSSSSBSBB,12,5,B,100.0,S/B,
Model 1,SSSSSBSSBBSB,12,5,B,100.0,S/B,
Model 1,SSSSBSSBBSBB,12,5,B,100.0,S/B,
Model 3 (Cycle),SBBSSBSBBSBS,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),BBSSSSBBBBSS,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),SSSSBBBSSSSS,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),BSSBBSSSBBSB,12,5,S -> B,100.0,S/B,
Model 1,SSBBSSSBBSBS,12,5,S,100.0,S/B,
Model 1,BSSBSSBBBBSB,12,5,B,100.0,S/B,
Model 3 (Cycle),BBBBBBBSBSBS,12,5,B -> S,100.0,S/B,
Model 3 (Cycle),BSBSBBSSBSSS,12,5,B -> S,100.0,S/B,
Model 3 (Cycle),BBBSSSSSBBBB,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),SSBBBBSBBSBB,12,5,B -> S,100.0,S/B,
Model 3 (Cycle),BBSSSBSSSBBB,12,5,B -> S,100.0,S/B,
Model 1,SBSBSBSBBBBB,12,5,B,100.0,S/B,
Model 1,BBSSBBSBBSSB,12,5,B,100.0,S/B,
Model 1,BBBBSSSBSBSB,12,5,S,100.0,S/B,
Model 1,BSBBBBSSSSSS,12,5,B,100.0,S/B,
Model 3 (Cycle),BBSBBBSBBSBB,12,5,B -> S,100.0,S/B,
Model 1,BBSSSSBSSBBS,12,5,S,100.0,S/B,
Model 1,SBSBSSBSSBSS,12,5,S,100.0,S/B,
Model 3 (Cycle),SBBSSBBBSBBB,12,5,S -> B,100.0,S/B,
Model 1,BBBBBSBBSSBB,12,5,B,100.0,S/B,
Model 3 (Cycle),BBSBSBBBBSBB,12,5,B -> S,100.0,S/B,
Model 1,BSBSBSSSSSBB,12,5,S,100.0,S/B,
Model 1,SBBBBSSSBBSB,12,5,S,100.0,S/B,
Model 3 (Cycle),SSSSSSSBSSBS,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),SBBBSBSSSSSS,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),BSSBBSBBSBBS,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),SBBSBBSSSBBB,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),SSSBBBSSBBBS,12,5,B -> S,100.0,S/B,
Model 1,BBSSBBBBBBSB,12,5,B,100.0,S/B,
Model 3 (Cycle),SSSSSSSSSBBS,12,5,S -> B,100.0,S/B,
Model 3 (Cycle),SSBSSBSSBSSB,12,5,B -> S,100.0,S/B,
Model 3 (Cycle),SBSBBSBSBBBS,12,5,B -> S,100.0,S/B,
Model 1,BSSSSBBSSSSB,12,5,S,100.0,S/B,
Model 1,SSSBSSBSBSBS,12,5,S,100.0,S/B,
Model 3 (Cycle),BSBSSSSBSSBB,12,5,B -> S,100.0,S/B,
Model 2 (Structural),,12,5,B,100.0,S/B,011100101000
Model 2 (Structural),,12,5,B,100.0,S/B,001000100011
Model 2 (Structural),,12,5,S,100.0,S/B,010100000101
Model 2 (Structural),,12,5,S,100.0,S/B,000001101000
Model 2 (Structural),,12,5,B,100.0,S/B,001001010101
Model 2 (Structural),,12,5,S,100.0,S/B,010010010111
Model 2 (Structural),,12,5,S,100.0,S/B,001001101000
Model 2 (Structural),,12,5,B,100.0,S/B,011110110100
Model 2 (Structural),,12,5,S,100.0,S/B,010110001110
Model 2 (Structural),,12,5,S,100.0,S/B,010011001111
Model 2 (Structural),,12,5,S,100.0,S/B,001111001000
Model 1,RRGRGGGGGGGG,12,5,G,100.0,R/G,
Model 3 (Cycle),RRGGRRRRRRGR,12,5,R -> G,100.0,R/G,
Model 3 (Cycle),RGRRGRGRRRGR,12,5,R -> G,100.0,R/G,
Model 3 (Cycle),GGGRRGRGRRGR,12,5,R -> G,100.0,R/G,
Model 3 (Cycle),GGGGRGGRRGGR,12,5,R -> G,100.0,R/G,
Model 1,GRGGRRGRGRRR,12,5,G,100.0,R/G,
Model 1,GGRRGGRRRGRG,12,5,G,100.0,R/G,
Model 1,RRRGRGGGGRRR,12,5,G,100.0,R/G,
Model 1,GRGRRGGGGRRG,12,5,R,100.0,R/G,
Model 3 (Cycle),RRRGGGRRGRGR,12,5,R -> G,100.0,R/G,
Model 1,RGGGGRGGRRRG,12,5,R,100.0,R/G,
Model 1,GRGGGRGRGRRR,12,5,G,100.0,R/G,
Model 3 (Cycle),RGGGRRGGGRGG,12,5,G -> R,100.0,R/G,
Model 1,RGGGGGRGGGGR,12,5,R,100.0,R/G,
Model 1,RGGRRGRGGRGG,12,5,G,100.0,R/G,
Model 1,RGGRGGGGRGRR,12,5,G,100.0,R/G,
Model 3 (Cycle),GGRGRRRRGRRR,12,5,G -> R,100.0,R/G,
Model 1,RGRGRRRGRGGG,12,5,G,100.0,R/G,
Model 3 (Cycle),RRGRGRRGGRGR,12,5,R -> G,100.0,R/G,
Model 3 (Cycle),GGGGGGRRGGGG,12,5,G -> R,100.0,R/G,
Model 3 (Cycle),GGRGGGGGRGGG,12,5,G -> R,100.0,R/G,
Model 3 (Cycle),RGRGGGGGRGRG,12,5,G -> R,100.0,R/G,
Model 1,RGRGGRRGRRRR,12,5,G,100.0,R/G,
Model 1,GRRRGRGRRRRR,12,5,R,100.0,R/G,
Model 3 (Cycle),RRGRGGRGGGGG,12,5,G -> R,100.0,R/G,
Model 3 (Cycle),GRGGRGGGGGGG,12,5,G -> R,100.0,R/G,
Model 3 (Cycle),GRRRRRGGGRRG,12,5,G -> R,100.0,R/G,
Model 3 (Cycle),GGRRGGRRGRGR,12,5,R -> G,100.0,R/G,
Model 1,RRRGRRRGRRRR,12,5,G,100.0,R/G,
Model 1,GGGRRRGRGRGG,12,5,R,100.0,R/G,
Model 3 (Cycle),RRRRGGRGRGRR,12,5,R -> G,100.0,R/G,
Model 3 (Cycle),GGGGRRGGRGGG,12,5,R -> G,100.0,R/G,
Model 1,GRGGGGRRGGRR,12,5,R,100.0,R/G,
Model 1,GGGRRGGRRRRR,12,5,G,100.0,R/G,
Model 3 (Cycle),RRRRGRGGGGRR,12,5,G -> R,100.0,R/G,
Model 1,GRRGGGRGRGGG,12,5,G,100.0,R/G,
Model 1,GRGGRRRRGGGG,12,5,R,100.0,R/G,
Model 1,RRRRRGGRRGRG,12,5,R,100.0,R/G,
Model 3 (Cycle),RRGGRGRGRRGG,12,5,R -> G,100.0,R/G,
Model 1,RGRRGGGGGGRG,12,5,R,100.0,R/G,
Model 1,GGGGGRGRRGGR,12,5,G,100.0,R/G,
Model 1,RGRRGRGGGRGR,12,5,G,100.0,R/G,
Model 3 (Cycle),GRGRGGGGGGRG,12,5,G -> R,100.0,R/G,
Model 1,RGGGGGGRGGRG,12,5,G,100.0,R/G,
Model 3 (Cycle),GGRGGRGGRGGG,12,5,G -> R,100.0,R/G,
Model 1,GRRRGGGRRRGR,12,5,R,100.0,R/G,
Model 3 (Cycle),RRRRGRRRGRRG,12,5,R -> G,100.0,R/G,
Model 3 (Cycle),GRGGGGRRRRGR,12,5,R -> G,100.0,R/G,
Model 3 (Cycle),GGRGGRGRRGGG,12,5,R -> G,100.0,R/G,
Model 1,GRRGRGGGGGRR,12,5,R,100.0,R/G,
Model 1,GRRGGGRGGRRG,12,5,G,100.0,R/G,
Model 3 (Cycle),RGRRRGGGGGRG,12,5,R -> G,100.0,R/G,
Model 1,GRGRRGGGGGRR,12,5,R,100.0,R/G,
Model 1,GRGRRGGRGGGR,12,5,R,100.0,R/G,
Model 3 (Cycle),GRRRGRGGGGGG,12,5,G -> R,100.0,R/G,
Model 3 (Cycle),GGGRRRGRRGGR,12,5,G -> R,100.0,R/G,
Model 3 (Cycle),RGGGRGRRGRGR,12,5,R -> G,100.0,R/G,
Model 1,GGGGGRRGGRGR,12,5,R,100.0,R/G,
Model 3 (Cycle),RRRGGRRGRRGR,12,5,G -> R,100.0,R/G,
Model 3 (Cycle),RGRRGGRRRRRR,12,5,G -> R,100.0,R/G,
Model 3 (Cycle),RGRGRRRGGRGR,12,5,R -> G,100.0,R/G,
Model 1,GGRRRRRRRRRG,12,5,R,100.0,R/G,
Model 1,GGGRGRGRRGGG,12,5,G,100.0,R/G,
Model 3 (Cycle),GRGRGRGRRGGR,12,5,G -> R,100.0,R/G,
Model 1,RRGGRRRGGGGG,12,5,G,100.0,R/G,
Model 1,RRGRGGRRRGGG,12,5,G,100.0,R/G,
Model 3 (Cycle),GGGRGRGRGRGG,12,5,G -> R,100.0,R/G,
Model 3 (Cycle),RRGRGRGRRRGR,12,5,R -> G,100.0,R/G,
Model 1,RRRRRGGRRRRG,12,5,G,100.0,R/G,
Model 1,RRRRRRGRGGRG,12,5,R,100.0,R/G,
Model 3 (Cycle),GGGGGGGGGRRR,12,5,R -> G,100.0,R/G,
Model 3 (Cycle),RRGGRRGGGRRG,12,5,G -> R,100.0,R/G,
Model 1,RRGGRGRRRGGR,12,5,G,100.0,R/G,
Model 1,RRGGRGRRGGRG,12,5,R,100.0,R/G,
Model 3 (Cycle),GRGGGGRRGGGG,12,5,R -> G,100.0,R/G,
Model 3 (Cycle),GGRGRRGGGRGR,12,5,R -> G,100.0,R/G,
Model 1,RGRGGRRGGGGR,12,5,G,100.0,R/G,
Model 3 (Cycle),RRGRRRGRGGRG,12,5,R -> G,100.0,R/G,
Model 1,GRRRRGGGRGRG,12,5,G,100.0,R/G,
Model 3 (Cycle),GRGGRGRRGGRR,12,5,R -> G,100.0,R/G,
Model 1,GGGRRRRGRGGR,12,5,G,100.0,R/G,
Model 1,GRRRRGRGGRGR,12,5,G,100.0,R/G,
Model 3 (Cycle),GRRRGRGGRGRG,12,5,R -> G,100.0,R/G,
Model 1,GGRGRGGRGGGG,12,5,G,100.0,R/G,
Model 1,GRGRGRGRRGGG,12,5,G,100.0,R/G,
Model 3 (Cycle),GGGGGRGGRRRG,12,5,R -> G,100.0,R/G,
Model 1,GGRGGRGGGRRR,12,5,G,100.0,R/G,
Model 3 (Cycle),GRGGRRRGRGRR,12,5,R -> G,100.0,R/G,
Model 3 (Cycle),GGRGGGGRRGRR,12,5,G -> R,100.0,R/G,
Model 3 (Cycle),GGRRGRRGGGGG,12,5,G -> R,100.0,R/G,
Model 1,GRGRRGGRGGRR,12,5,R,100.0,R/G,
Model 1,RRRRGRRGGGRG,12,5,G,100.0,R/G,
Model 1,RRRRRGRGRRRR,12,5,G,100.0,R/G,
Model 2 (Structural),,12,5,R,100.0,R/G,011100110010
Model 2 (Structural),,12,5,R,100.0,R/G,001110101100
Model 2 (Structural),,12,5,R,100.0,R/G,001101101000
Model 2 (Structural),,12,5,G,100.0,R/G,001010110010
Model 2 (Structural),,12,5,G,100.0,R/G,011111101101
Model 2 (Structural),,12,5,R,100.0,R/G,010101110110
Model 2 (Structural),,12,5,R,100.0,R/G,010001111110
Model 2 (Structural),,12,5,R,100.0,R/G,001100110100
Model 3 (Cycle),SBBSSSSBSSBS,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),BBSBBBSSSSBB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),SSSSSSBBBSSS,12,4,B -> S,100.0,S/B,
Model 1,BSSSBSSSBSBS,12,4,S,100.0,S/B,
Model 1,BSBBBSSBSBBS,12,4,B,100.0,S/B,
Model 1,BSSBBBSBSSBS,12,4,B,100.0,S/B,
Model 3 (Cycle),BSBBBSSSBBSS,12,4,S -> B,100.0,S/B,
Model 1,SBBBSSSBBSSS,12,4,S,100.0,S/B,
Model 1,BBBBBBSBBSBS,12,4,B,100.0,S/B,
Model 3 (Cycle),SSSSBBBSSBBS,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BBBBSSBSBBSB,12,4,S -> B,100.0,S/B,
Model 1,BSSBBBSSSSBB,12,4,B,100.0,S/B,
Model 1,BSSSSBSBSSBS,12,4,B,100.0,S/B,
Model 1,SBBSSSSBBSBB,12,4,S,100.0,S/B,
Model 1,BBSSBSBSSSBS,12,4,B,100.0,S/B,
Model 1,SBBBSSBBBBBB,12,4,B,100.0,S/B,
Model 3 (Cycle),BBBSSBBBBBBB,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),SSBSBSBSSBBB,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),BSBSBBSSBBBS,12,4,B -> S,100.0,S/B,
Model 1,SBBSSBBBSBSB,12,4,S,100.0,S/B,
Model 3 (Cycle),BBBSBSBSSBSB,12,4,S -> B,100.0,S/B,
Model 1,BSSBSBSBBBBS,12,4,S,100.0,S/B,
Model 1,BBBSSSSBSSSS,12,4,S,100.0,S/B,
Model 1,BBSSSBSSBSSB,12,4,B,100.0,S/B,
Model 1,SSSBSSBBBSBB,12,4,S,100.0,S/B,
Model 1,SSBBSBBBBBSB,12,4,S,100.0,S/B,
Model 1,BBBSBSBSBBBB,12,4,S,100.0,S/B,
Model 3 (Cycle),BSBSBBBBSSBB,12,4,B -> S,100.0,S/B,
Model 1,BBSBBSBSSBSS,12,4,S,100.0,S/B,
Model 3 (Cycle),BSSBSSSSSSBS,12,4,B -> S,100.0,S/B,
Model 1,SSBBSBSBBBBB,12,4,B,100.0,S/B,
Model 3 (Cycle),BBBBBBBSBBSB,12,4,S -> B,100.0,S/B,
Model 1,SSBSBSSSSBSS,12,4,S,100.0,S/B,
Model 1,BBSSSSSSSBBS,12,4,B,100.0,S/B,
Model 3 (Cycle),BSBSBBBSBSSS,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BSBBBSBSSSSB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BSBBBBBBBSBS,12,4,S -> B,100.0,S/B,
Model 1,SBBSSSBBSBBB,12,4,B,100.0,S/B,
Model 3 (Cycle),SBSSSSSSBBBB,12,4,B -> S,100.0,S/B,
Model 1,SSSSBBBBBSBS,12,4,S,100.0,S/B,
Model 1,BSSBBBBSBBBS,12,4,B,100.0,S/B,
Model 1,BSBBSSBBBBBS,12,4,S,100.0,S/B,
Model 3 (Cycle),BBSSBBBSBBSS,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BSSSBBSSBSSS,12,4,S -> B,100.0,S/B,
Model 1,SBBSSBSSSSBS,12,4,B,100.0,S/B,
Model 3 (Cycle),SBSSSSBSBSBS,12,4,S -> B,100.0,S/B,
Model 1,SBBSSBSSBBBS,12,4,B,100.0,S/B,
Model 3 (Cycle),BBSSBSSBBBSB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BSSBSSBBBSBS,12,4,S -> B,100.0,S/B,
Model 1,BBBSBSSSBBBS,12,4,S,100.0,S/B,
Model 3 (Cycle),BBSSBSBBBBBS,12,4,S -> B,100.0,S/B,
Model 1,SSSBBBSBSBBB,12,4,B,100.0,S/B,
Model 1,SBSBBBSBBSBS,12,4,B,100.0,S/B,
Model 1,SBSBBSSSBBBB,12,4,B,100.0,S/B,
Model 1,SBSBSSSSBSBS,12,4,S,100.0,S/B,
Model 1,SBSSSBSSBBSB,12,4,B,100.0,S/B,
Model 3 (Cycle),SSBBSBBBSBSS,12,4,S -> B,100.0,S/B,
Model 1,SBBSBBBSBSSS,12,4,B,100.0,S/B,
Model 1,BBSBSSBBSBBB,12,4,S,100.0,S/B,
Model 3 (Cycle),SBSBSBBBSSSS,12,4,S -> B,100.0,S/B,
Model 1,BSSBBBSSSSBS,12,4,B,100.0,S/B,
Model 3 (Cycle),BBSBBSBBSBBS,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),SBBSBBSBSSBB,12,4,B -> S,100.0,S/B,
Model 1,SSSBBBSBBSSB,12,4,S,100.0,S/B,
Model 1,SBBBBSBBSBSB,12,4,B,100.0,S/B,
Model 1,BBBBBBBBBSSB,12,4,B,100.0,S/B,
Model 3 (Cycle),BSSSBBSBSSBS,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BBSSBSSBSSSB,12,4,S -> B,100.0,S/B,
Model 1,SSBBSBBSSBBS,12,4,B,100.0,S/B,
Model 3 (Cycle),BSSBSBBBSBSB,12,4,B -> S,100.0,S/B,
Model 1,BSBSBSBBBSSB,12,4,S,100.0,S/B,
Model 3 (Cycle),BSSSSSSBBSBS,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),SSBSSSSSBBSB,12,4,B -> S,100.0,S/B,
Model 1,SSSBBSBBBSSS,12,4,B,100.0,S/B,
Model 1,BBSBBSBSBSBS,12,4,B,100.0,S/B,
Model 1,SBBBSBSSBBBS,12,4,B,100.0,S/B,
Model 1,SSSBSBSBSSSB,12,4,S,100.0,S/B,
Model 3 (Cycle),BBBBSSBBBBBS,12,4,B -> S,100.0,S/B,
Model 1,SSBBBBBSBSBS,12,4,S,100.0,S/B,
Model 1,BBBBBSBSBSSB,12,4,S,100.0,S/B,
Model 1,SSBSBSBBBSBS,12,4,B,100.0,S/B,
Model 3 (Cycle),SBBSBSSSSSSS,12,4,B -> S,100.0,S/B,
Model 1,SSBSBBSBSBBS,12,4,B,100.0,S/B,
Model 1,SSBBBBBSBBBB,12,4,S,100.0,S/B,
Model 1,BSSSSBBBSSBS,12,4,B,100.0,S/B,
Model 1,SSSSBSSSBSSB,12,4,B,100.0,S/B,
Model 1,BSSBBSBSSBBB,12,4,S,100.0,S/B,
Model 1,BSSBSSBSBBSB,12,4,S,100.0,S/B,
Model 3 (Cycle),BSSBBBBBBSSS,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),BBSBSSSSSSSS,12,4,S -> B,100.0,S/B,
Model 1,SSBBBSBBSBSB,12,4,S,100.0,S/B,
Model 1,SSSSSBSBSBBS,12,4,B,100.0,S/B,
Model 1,SSBSBSBBSBBS,12,4,S,100.0,S/B,
Model 3 (Cycle),SBSSBSBSBSBB,12,4,S -> B,100.0,S/B,
Model 1,SBSBSBSBBSSB,12,4,B,100.0,S/B,
Model 3 (Cycle),SSSBBSSBBSSB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),SBBSBSSSBSBS,12,4,S -> B,100.0,S/B,
Model 1,BSBBSBBBBBSB,12,4,S,100.0,S/B,
Model 1,SSBSBSBSSSSB,12,4,S,100.0,S/B,
Model 1,BSSBBBBSBBSS,12,4,B,100.0,S/B,
Model 1,SSBSSSSBBSSB,12,4,S,100.0,S/B,
Model 1,SSSBSBSSBSSS,12,4,B,100.0,S/B,
Model 1,SBSSBSSSBSSB,12,4,S,100.0,S/B,
Model 1,SBSSBSSBSBBB,12,4,S,100.0,S/B,
Model 3 (Cycle),BSSBSSBSBBBS,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),BBBSSSBSSBSS,12,4,S -> B,100.0,S/B,
Model 1,BSSSBSSBSSSB,12,4,S,100.0,S/B,
Model 1,BSSBBSBSBBBB,12,4,S,100.0,S/B,
Model 1,BSBBBBSBSBBS,12,4,B,100.0,S/B,
Model 3 (Cycle),SSBBBBSSBSBB,12,4,B -> S,100.0,S/B,
Model 1,SSSSSSBBBBBB,12,4,B,100.0,S/B,
Model 1,SSSSBSBSBSBB,12,4,B,100.0,S/B,
Model 1,BSBBSBBSSBSB,12,4,B,100.0,S/B,
Model 1,BBSBBSSBSBBB,12,4,S,100.0,S/B,
Model 1,SBSSBBBSSSSS,12,4,S,100.0,S/B,
Model 1,SSSSBSSSSBSB,12,4,S,100.0,S/B,
Model 3 (Cycle),SSSBSSSSBSBS,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BBBBBBSBSBSB,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),SSBSSSBBBSSB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BSSBBSSBBBSB,12,4,S -> B,100.0,S/B,
Model 1,SSSSBSBBSSSS,12,4,S,100.0,S/B,
Model 1,SSSBBSBBBSSB,12,4,S,100.0,S/B,
Model 1,SBSBSSSBBBBS,12,4,B,100.0,S/B,
Model 3 (Cycle),BSSBSBBSSBBS,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),BSSBBBSSSSSB,12,4,B -> S,100.0,S/B,
Model 1,BBBBBBSSBBBS,12,4,S,100.0,S/B,
Model 3 (Cycle),SBSBSBBSSSBS,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BSSBBSSBBBSS,12,4,S -> B,100.0,S/B,
Model 1,BSSSBBBBSBBB,12,4,B,100.0,S/B,
Model 3 (Cycle),BBBBSSSSBSBB,12,4,B -> S,100.0,S/B,
Model 1,SBBBBBBBBSSB,12,4,B,100.0,S/B,
Model 1,SBBBBSBBSBSS,12,4,B,100.0,S/B,
Model 1,SSSSBBSSBBBS,12,4,B,100.0,S/B,
Model 3 (Cycle),BBSBSSBSBBBS,12,4,B -> S,100.0,S/B,
Model 1,SBSBSBSBBSBB,12,4,S,100.0,S/B,
Model 1,SSSSBBSBBSSS,12,4,B,100.0,S/B,
Model 1,SSBSBBBSBSBS,12,4,S,100.0,S/B,
Model 1,BSBBSBSBSSBS,12,4,B,100.0,S/B,
Model 1,BSBSSBBBSSSB,12,4,S,100.0,S/B,
Model 1,BSSSSBSSSBBB,12,4,B,100.0,S/B,
Model 3 (Cycle),SSBBSBBBBBBB,12,4,B -> S,100.0,S/B,
Model 1,BSSBBBBSBSSB,12,4,B,100.0,S/B,
Model 3 (Cycle),BBBSBSSSSBBB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BSSSSBBBSSBB,12,4,B -> S,100.0,S/B,
Model 1,SSBBBBSSSBBB,12,4,S,100.0,S/B,
Model 3 (Cycle),BBBSSSSBSSBB,12,4,B -> S,100.0,S/B,
Model 1,BBSBBSBBBBBB,12,4,S,100.0,S/B,
Model 3 (Cycle),SBBBSSBBBSSB,12,4,S -> B,100.0,S/B,
Model 1,SSBBBSSSSBSS,12,4,B,100.0,S/B,
Model 3 (Cycle),SSSSSSSBSBSB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),SBSSBSSBSSSS,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BSSSBBBBBSBB,12,4,B -> S,100.0,S/B,
Model 1,SBBSBBBSBBBB,12,4,B,100.0,S/B,
Model 1,BSBSBSSBBBSB,12,4,S,100.0,S/B,
Model 3 (Cycle),SSSBBBBSBSBB,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),BSBSBBBBSSSB,12,4,B -> S,100.0,S/B,
Model 1,BBBBBSSSBBSS,12,4,S,100.0,S/B,
Model 1,SSBBBSBBSSBB,12,4,S,100.0,S/B,
Model 3 (Cycle),BBBBSBBSBBBB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),BBBSBBSBBBBS,12,4,S -> B,100.0,S/B,
Model 1,BSBBSBBBBSSS,12,4,S,100.0,S/B,
Model 3 (Cycle),BBBSSSBSBSSB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),SBSBBBBBSBBB,12,4,S -> B,100.0,S/B,
Model 1,BBSSBSBSBBBB,12,4,B,100.0,S/B,
Model 3 (Cycle),SBSSBBSSSBSB,12,4,B -> S,100.0,S/B,
Model 1,BSSBSBSBSSSS,12,4,S,100.0,S/B,
Model 3 (Cycle),BBSBBSSSSBSB,12,4,S -> B,100.0,S/B,
Model 1,BBSSBSSBSBBB,12,4,B,100.0,S/B,
Model 3 (Cycle),BSSBSSBSBBBB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),SBSBSSSSSSSB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),SBSSSSSSSBSS,12,4,B -> S,100.0,S/B,
Model 1,BBBSBSBBSBSB,12,4,S,100.0,S/B,
Model 3 (Cycle),BBSBSBSSSBSS,12,4,S -> B,100.0,S/B,
Model 1,BBBSSSSBSBBS,12,4,B,100.0,S/B,
Model 1,BBBBSSBBBBBB,12,4,S,100.0,S/B,
Model 3 (Cycle),BSBBSSSSBBSB,12,4,S -> B,100.0,S/B,
Model 3 (Cycle),SBBBBBBSBSSB,12,4,B -> S,100.0,S/B,
Model 1,SBSSBBBSSBSB,12,4,B,100.0,S/B,
Model 3 (Cycle),BSBBSBBBSBBB,12,4,B -> S,100.0,S/B,
Model 1,SBBBBSSSSSBB,12,4,S,100.0,S/B,
Model 3 (Cycle),SSSSSBBSSSBS,12,4,B -> S,100.0,S/B,
Model 1,SBBSSSSSSSSS,12,4,B,100.0,S/B,
Model 3 (Cycle),BBSBSBBBBBBS,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),SBBBBBSBBSSB,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),BSSSBSBSBBSB,12,4,B -> S,100.0,S/B,
Model 1,SBSSBSSBSSBB,12,4,S,100.0,S/B,
Model 3 (Cycle),BBBSSBBSBSBB,12,4,S -> B,100.0,S/B,
Model 1,BBSSBBSBSBBS,12,4,B,100.0,S/B,
Model 1,SSSSSSSBSBBS,12,4,B,100.0,S/B,
Model 3 (Cycle),BBSBSBBBSBSB,12,4,S -> B,100.0,S/B,
Model 1,SSSBBSBBSSBS,12,4,S,100.0,S/B,
Model 1,BBBBBBSBSSBS,12,4,B,100.0,S/B,
Model 1,BSBBBBBBBSSS,12,4,S,100.0,S/B,
Model 1,SSBSSBBSSBSS,12,4,B,100.0,S/B,
Model 1,SBBBBSBBBSBB,12,4,S,100.0,S/B,
Model 1,SSSBSSBSBBSS,12,4,S,100.0,S/B,
Model 3 (Cycle),SSSSSSSBBBBS,12,4,B -> S,100.0,S/B,
Model 1,SSBBBBSSBSSS,12,4,S,100.0,S/B,
Model 1,SSBBBSBSBSSS,12,4,B,100.0,S/B,
Model 1,BBSBBBBSSBSB,12,4,B,100.0,S/B,
Model 3 (Cycle),SSBSBSSBSSBS,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),SBSBSSBSSBSB,12,4,B -> S,100.0,S/B,
Model 3 (Cycle),SSBBSSBBSBBS,12,4,B -> S,100.0,S/B,
Model 1,BSBSBSBSSSSB,12,4,B,100.0,S/B,
Model 1,BSSBSSSBBSSS,12,4,S,100.0,S/B,
Model 2 (Structural),,12,4,S,100.0,S/B,011101110011
Model 2 (Structural),,12,4,B,100.0,S/B,011111001010
Model 2 (Structural),,12,4,S,100.0,S/B,011100001100
Model 2 (Structural),,12,4,S,100.0,S/B,001111101010
Model 2 (Structural),,12,4,S,100.0,S/B,001000000011
Model 1,GRRGGRRRRRRG,12,4,R,100.0,R/G,
Model 1,GGRRRRRRGRRR,12,4,G,100.0,R/G,
Model 3 (Cycle),GGRRRGRRRGGG,12,4,G -> R,100.0,R/G,
Model 1,GGRRGRRGRGRR,12,4,R,100.0,R/G,
